model,val_loss,val_dice,val_jaccard,val_bacc,val_auc,epoch
unet_contrast_a1.2_b-10_f3,0.35089635103940964,0.8921208083629608,0.805317610502243,0.9096490144729614,0.9734149724245071,23
unet_contrast_a1.2_b-10_f4,0.3688143566250801,0.8890528380870819,0.8003603219985962,0.9053609371185303,0.9706823229789734,20
unet_contrast_a1.2_b0_f0,0.3427576720714569,0.8960156589746475,0.8116428554058075,0.910348504781723,0.974179595708847,26
unet_contrast_a1.2_b0_f1,0.3376830443739891,0.8996854871511459,0.8176971226930618,0.9125436544418335,0.9749227911233902,22
unet_contrast_a1.2_b0_f2,0.3380490317940712,0.8987406343221664,0.8161405622959137,0.9122492969036102,0.9748193025588989,24
unet_contrast_a1.2_b0_f3,0.35192225873470306,0.8922324031591415,0.8055039048194885,0.9104091972112656,0.973718449473381,22
unet_contrast_a1.2_b0_f4,0.3674338459968567,0.8893375098705292,0.8008185774087906,0.9056945294141769,0.9709170758724213,24
unet_contrast_a1.2_b10_f0,0.3395151421427727,0.8966484665870667,0.812681570649147,0.9108030796051025,0.9745997190475464,28
unet_contrast_a1.2_b10_f1,0.3388366103172302,0.8986286073923111,0.8159519582986832,0.9112636148929596,0.9744465053081512,30
unet_contrast_a1.2_b10_f2,0.339501328766346,0.8980704098939896,0.8150360137224197,0.911500483751297,0.9745105504989624,29
unet_contrast_a1.2_b10_f3,0.34953388571739197,0.8919511437416077,0.8050437122583389,0.9090487211942673,0.9734336286783218,26
unet_contrast_a1.2_b10_f4,0.3676552399992943,0.8890514969825745,0.8003572970628738,0.9049373269081116,0.9704202860593796,24
unet_contrast_a1.2_b20_f0,0.34226303547620773,0.8961701393127441,0.8118992745876312,0.9106703102588654,0.9742382168769836,28
unet_contrast_a1.2_b20_f1,0.33623579144477844,0.8992706835269928,0.8170110881328583,0.9118755906820297,0.9748241007328033,26
unet_contrast_a1.2_b20_f2,0.3485947400331497,0.8961138427257538,0.8118204474449158,0.9104549735784531,0.9738989174365997,30
unet_contrast_a1.2_b20_f3,0.35447752475738525,0.8913498222827911,0.8040706813335419,0.9093579798936844,0.9731374531984329,22
unet_contrast_a1.2_b20_f4,0.3707551658153534,0.888438418507576,0.7993590086698532,0.9047737866640091,0.9704353660345078,24
unet_deform_s2_p3_f0,0.33853672444820404,0.8975423127412796,0.8141559660434723,0.9117902964353561,0.9747103452682495,65
unet_deform_s2_p3_f1,0.33315398544073105,0.900420293211937,0.8189086616039276,0.9128981083631516,0.9752646535634995,58
unet_deform_s2_p3_f2,0.33537904918193817,0.8997180908918381,0.8177531212568283,0.9133090823888779,0.9753881394863129,111
unet_deform_s2_p3_f3,0.3487713038921356,0.8935610353946686,0.8076640069484711,0.9109200686216354,0.9740310907363892,41
unet_deform_s2_p3_f4,0.36122553795576096,0.8907625824213028,0.8031305223703384,0.9064652770757675,0.971435546875,55
unet_deform_s2_p4_f0,0.3365154415369034,0.8981641680002213,0.8151827752590179,0.9124303460121155,0.9750619679689407,65
unet_deform_s2_p4_f1,0.3314652517437935,0.9007665365934372,0.8194793313741684,0.913130447268486,0.9754840582609177,63
unet_deform_s2_p4_f2,0.33368855714797974,0.899601399898529,0.817561075091362,0.9127599447965622,0.9752886891365051,108
unet_deform_s2_p4_f3,0.3451070263981819,0.8940461724996567,0.8084556311368942,0.9110710024833679,0.9742501080036163,66
unet_deform_s2_p4_f4,0.3623606637120247,0.8909003287553787,0.8033560365438461,0.9065935164690018,0.9714997261762619,65
unet_deform_s2_p5_f0,0.3355611115694046,0.8985045701265335,0.8157409727573395,0.9126589298248291,0.9752422422170639,68
unet_deform_s2_p5_f1,0.33218901604413986,0.9004923701286316,0.8190247267484665,0.9127530008554459,0.9754068851470947,58
unet_deform_s2_p5_f2,0.33685576915740967,0.8992105573415756,0.8169164508581161,0.9124957621097565,0.9748393893241882,69
unet_deform_s2_p5_f3,0.3430996388196945,0.8948385566473007,0.8097506165504456,0.9122156053781509,0.9747555255889893,101
unet_deform_s2_p5_f4,0.36037830263376236,0.8909183591604233,0.8033852875232697,0.9065136015415192,0.9714621603488922,50
unet_deform_s2_p6_f0,0.340373270213604,0.8980651199817657,0.81502266228199,0.9127162992954254,0.9749545007944107,68
unet_deform_s2_p6_f1,0.3327615559101105,0.8999109119176865,0.8180604875087738,0.9120862931013107,0.9753538519144058,63
unet_deform_s2_p6_f2,0.3351048156619072,0.899393618106842,0.8172181695699692,0.9126609861850739,0.9751375317573547,58
unet_deform_s2_p6_f3,0.34378284960985184,0.893842801451683,0.8081194907426834,0.9105837941169739,0.9742817431688309,68
unet_deform_s2_p6_f4,0.36267998814582825,0.8907489329576492,0.8031066954135895,0.9063728302717209,0.9713033735752106,50
unet_deform_s3_p3_f0,0.33636657148599625,0.8986275494098663,0.8159462213516235,0.912988007068634,0.9751383066177368,65
